/EstablishmentCollection/EstablishmentDetail/BusinessName,/EstablishmentCollection/EstablishmentDetail/BusinessType,/EstablishmentCollection/EstablishmentDetail/BusinessTypeID,/EstablishmentCollection/EstablishmentDetail/FHRSID,/EstablishmentCollection/EstablishmentDetail/FHRSID/#agg,/EstablishmentCollection/EstablishmentDetail/Geocode/Latitude,/EstablishmentCollection/EstablishmentDetail/Geocode/Longitude,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityBusinessID,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityCode,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityEmailAddress,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityName,/EstablishmentCollection/EstablishmentDetail/NewRatingPending,/EstablishmentCollection/EstablishmentDetail/PostCode,/EstablishmentCollection/EstablishmentDetail/RatingKey,/EstablishmentCollection/EstablishmentDetail/RatingValue,/EstablishmentCollection/EstablishmentDetail/SchemeType,/EstablishmentCollection/EstablishmentDetail/Scores/ConfidenceInManagement,/EstablishmentCollection/EstablishmentDetail/Scores/Hygiene,/EstablishmentCollection/EstablishmentDetail/Scores/Structural,/Header/ExtractDate
PCG Co Limited - Off Licence,Retailers - other,4613,1816635,1816635,,,AC-072024-005247,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 6HF,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Peace Garden Restaurant,Restaurant/Cafe/Canteen,1,1819956,1819956,53.4671234,-2.2392373,AC-072024-014646,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 6PQ,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Peace's Cupcakes,Other catering premises,7841,1906826,1906826,,,AC112025-24948,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Peaky Blinders,Pub/bar/nightclub,7843,1820646,1820646,53.478276,-2.2482703,AC-072024-015499,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 5QJ,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
Pebble and Friends,Mobile caterer,7846,1818154,1818154,53.4039168,-2.2833217,AC-072024-007044,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 0AB,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Peel Hall Primary Academy,School/college/university,7845,1817917,1817917,53.379392,-2.24487,AC-072024-006769,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 5AU,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Peer Hat,Pub/bar/nightclub,7843,1818618,1818618,53.4827019,-2.2329406,AC-072024-012974,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1BE,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pehelwan Original Lahori Ice Bar,Restaurant/Cafe/Canteen,1,1819595,1819595,53.454513,-2.225154,AC-072024-014209,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AL,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Peking,Takeaway/sandwich shop,7844,1820296,1820296,53.395195,-2.288707,AC-072024-015064,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 1JP,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Peking Chef,Takeaway/sandwich shop,7844,1820237,1820237,53.4321281,-2.206295,AC-072024-014996,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1AJ,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
People's History Museum also T/as Open Kitchen Cafe & Bar,Restaurant/Cafe/Canteen,1,1817050,1817050,,,AC-072024-005737,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3ER,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pepe's,Restaurant/Cafe/Canteen,1,1753102,1753102,53.51303482,-2.245083094,AC082024-17320,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 5EL,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pepes Piri Piri,Restaurant/Cafe/Canteen,1,1839278,1839278,53.4574301,-2.2262455,AC042025-21676,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TB,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pepe's Piri Piri,Restaurant/Cafe/Canteen,1,1816444,1816444,53.43502,-2.227865,AC-072024-005017,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 3BW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Peppermints,Restaurant/Cafe/Canteen,1,1906840,1906840,53.4916605,-2.2488437,AC112025-25026,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 1FF,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Peri Fried Cottage,Restaurant/Cafe/Canteen,1,1870701,1870701,53.465416,-2.164086,AC072025-23185,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8RR,fhrs_3_en-GB,3,FHRS,10,10,5,27/01/2026
Peri Peri Heaven also T/as Creamy Deluxe,Takeaway/sandwich shop,7844,1814893,1814893,53.4715947,-2.2173934,AC042025-21420,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Peri Peri Heaven also T/as Grillhouse Burgers and Creamy luxe,Takeaway/sandwich shop,7844,1900855,1900855,53.4715471,-2.2188695,AC122025-25536,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Perk Me Up! Foods,Other catering premises,7841,1817265,1817265,,,AC-072024-005995,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Perry's Pantry Foodbank,Other catering premises,7841,1817528,1817528,53.4171712,-2.2257222,AC-072024-006301,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6WN,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Perry's Pantry Foodbank,Other catering premises,7841,1821483,1821483,,,AC-072024-016495,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Persia Restaurant & Bar,Restaurant/Cafe/Canteen,1,1821567,1821567,,,AC-072024-016599,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 7GJ,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Peru Britanico,Takeaway/sandwich shop,7844,1816252,1816252,53.4926736,-2.2427737,AC012025-20181,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 1FU,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Peste,Retailers - other,4613,1818751,1818751,53.4859714,-2.2294924,AC-072024-013152,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 5EB,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Pete's Chippy,Takeaway/sandwich shop,7844,1820930,1820930,53.52717209,-2.226881981,AC-072024-015844,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 8LZ,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Petit Dessert,Other catering premises,7841,1906775,1906775,,,AC012026-25656,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Peveril of The Peak,Pub/bar/nightclub,7843,1818728,1818728,53.474995,-2.244637,AC-072024-013120,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5JQ,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Pharmaco Chemists Ltd,Retailers - other,4613,1819432,1819432,53.4722047,-2.1616255,AC-072024-014004,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 1LE,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Phat Ladz,Takeaway/sandwich shop,7844,1821937,1821937,53.4536826,-2.1955574,AC102024-18614,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4QA,fhrs_4_en-GB,4,FHRS,5,10,0,27/01/2026
Phatboyz Kitchen,Restaurant/Cafe/Canteen,1,1820464,1820464,53.454513,-2.225154,AC-072024-015288,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AL,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Phatladz,Restaurant/Cafe/Canteen,1,1789241,1789241,53.4536826,-2.1955574,AC-072024-007330,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4QA,fhrs_4_en-GB,4,FHRS,5,10,0,27/01/2026
Phatladz,Takeaway/sandwich shop,7844,1839358,1839358,53.407995,-2.257295,AC052025-22294,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4FY,fhrs_4_en-GB,4,FHRS,5,0,10,27/01/2026
Phetpailin Thai Cuisine,Restaurant/Cafe/Canteen,1,1820897,1820897,53.4791997,-2.2403648,AC-072024-015806,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4HF,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Philpotts,Restaurant/Cafe/Canteen,1,1820727,1820727,53.476087,-2.242142,AC-072024-015591,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4PY,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pho,Restaurant/Cafe/Canteen,1,1817800,1817800,53.48504639,-2.243005037,AC-072024-006631,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3TR,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Pho Cue Vietnamese Kitchen,Restaurant/Cafe/Canteen,1,1819019,1819019,53.478212,-2.240422,AC-072024-013523,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4FH,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pho No 1,Restaurant/Cafe/Canteen,1,1820659,1820659,53.486976,-2.226773,AC-072024-015514,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 6BG,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Piccadilly Central,Pub/bar/nightclub,7843,1839341,1839341,53.477419,-2.232387,AC052025-22276,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2PF,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Piccadilly Plaza Post Office,Retailers - other,4613,1822101,1822101,53.4795569,-2.237418,AC122024-19806,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4AL,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Piccadilly Sweetcorn,Mobile caterer,7846,1820446,1820446,53.48059583,-2.22482423,AC-072024-015268,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2WD,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Piccadilly Tap,Restaurant/Cafe/Canteen,1,1817767,1817767,53.478247,-2.231698,AC-072024-006593,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2GH,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Piccolino,Restaurant/Cafe/Canteen,1,1818503,1818503,53.42732,-2.240119,AC-072024-007723,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 2WS,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Piccolino Caffé Grande,Restaurant/Cafe/Canteen,1,1817035,1817035,53.4801263,-2.2444837,AC-072024-005719,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 4DW,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Picnic,Restaurant/Cafe/Canteen,1,1894661,1894661,53.4621881,-2.1758773,AC112025-25074,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8HE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pico de Gallo,Restaurant/Cafe/Canteen,1,1821436,1821436,53.426415,-2.24329,AC-072024-016444,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 2LW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pico's Burritos,Mobile caterer,7846,1894624,1894624,53.4706989,-2.2395039,AC102025-24828,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 6BH,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pico's Tacos,Restaurant/Cafe/Canteen,1,1820706,1820706,53.48546982,-2.234931946,AC-072024-015568,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 5BU,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pie Serenity,Other catering premises,7841,1849435,1849435,,,AC072025-22918,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pieminister,Retailers - other,4613,1821175,1821175,53.483263,-2.236442,AC-072024-016127,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1PD,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pieminister,Restaurant/Cafe/Canteen,1,1821267,1821267,53.4786236,-2.2496887,AC-072024-016233,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3NE,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Pikar Store,Retailers - other,4613,1818248,1818248,,,AC-072024-007183,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pike Fold Community Primary School,School/college/university,7845,1818016,1818016,,,AC-072024-006878,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 8QP,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Pilau Wala also T/as Fries Stop,Restaurant/Cafe/Canteen,1,1821500,1821500,53.5074696,-2.2408332,AC-072024-016515,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9PA,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Pindi point,Restaurant/Cafe/Canteen,1,1894596,1894596,53.493697,-2.250503,AC102025-24692,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8EF,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pinsent Masons LLP,Restaurant/Cafe/Canteen,1,1821308,1821308,53.47987366,-2.250797987,AC-072024-016293,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3AU,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pinwei Chinese Restaurant,Restaurant/Cafe/Canteen,1,1821791,1821791,53.4779755,-2.241277,AC082024-17771,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4LB,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Pioneer House High School,School/college/university,7845,1816940,1816940,53.412447,-2.280113,AC-072024-005604,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 0FF,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Piovosa,Other catering premises,7841,1894426,1894426,53.4881222,-2.2461872,AC092025-23998,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 1DY,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Piper Hill Sixth Form,School/college/university,7845,1817849,1817849,53.38306,-2.289166,AC-072024-006688,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 2SX,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pips Bubbles Soaps and Gifts,Other catering premises,7841,1818472,1818472,,,AC-072024-007679,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Piqniq By la Chouquette,Takeaway/sandwich shop,7844,1849413,1849413,53.417288,-2.2303722,AC062025-22842,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6RD,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Pirate kitchen,Other catering premises,7841,1906950,1906950,,,AC122025-25493,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 5EU,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pitch Manchester,Pub/bar/nightclub,7843,1870707,1870707,53.4788327,-2.2559959,AC072025-23226,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3BG,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pitmaster,Restaurant/Cafe/Canteen,1,1831067,1831067,53.4570996,-2.2259478,AC042025-21397,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TB,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pitmaster BBQ & Smokehouse,Takeaway/sandwich shop,7844,1819948,1819948,53.4712194,-2.2161712,AC-072024-014637,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6JR,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pitmaster BBQ & Smokehouse,Restaurant/Cafe/Canteen,1,1817445,1817445,53.4572139,-2.2260404,AC-072024-006199,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5TB,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Pitmaster Franchises Limited,Distributors/Transporters,7,1822032,1822032,53.471057,-2.2168255,AC112024-19162,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pixel Bar,Pub/bar/nightclub,7843,1817896,1817896,53.484546,-2.237836,AC-072024-006747,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1DH,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Pizza 4 U,Restaurant/Cafe/Canteen,1,1819838,1819838,53.492802,-2.239766,AC-072024-014489,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4FG,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pizza box and grill,Restaurant/Cafe/Canteen,1,1849359,1849359,53.388316,-2.2580478,AC062025-22679,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 9UE,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Pizza Co,Takeaway/sandwich shop,7844,1818928,1818928,53.470956,-2.237413,AC-072024-013403,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7DU,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Pizza Co,Takeaway/sandwich shop,7844,1817587,1817587,53.376842,-2.280345,AC-072024-006372,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 1SG,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Pizza Express,Restaurant/Cafe/Canteen,1,1819020,1819020,53.424902,-2.235531,AC-072024-013524,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6UR,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pizza Express,Restaurant/Cafe/Canteen,1,1817763,1817763,53.4730762,-2.2470813,AC-072024-006587,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4FN,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Pizza Express,Restaurant/Cafe/Canteen,1,1817380,1817380,53.480785,-2.243737,AC-072024-006123,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 4WQ,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Pizza Express,Restaurant/Cafe/Canteen,1,1818982,1818982,53.4850427,-2.2430068,AC-072024-013479,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3TR,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pizza Express,Restaurant/Cafe/Canteen,1,1821371,1821371,53.475595,-2.241417,AC-072024-016370,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6FQ,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Pizza Express,Restaurant/Cafe/Canteen,1,1820353,1820353,,,AC-072024-015152,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1RE,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pizza Hut,Restaurant/Cafe/Canteen,1,1816561,1816561,53.442371,-2.279723,AC-072024-005162,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 9AN,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pizza Hut Delivery,Takeaway/sandwich shop,7844,1819666,1819666,53.4704487,-2.2370918,AC-072024-014286,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7DY,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pizza Hut Express,Restaurant/Cafe/Canteen,1,1820511,1820511,53.483154,-2.241377,AC-072024-015343,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AQ,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pizza Hut Restaurants ' Dine In,Restaurant/Cafe/Canteen,1,1820342,1820342,53.497953,-2.234957,AC-072024-015135,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8EP,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pizza Hut Restaurants - Dine In,Restaurant/Cafe/Canteen,1,1821696,1821696,53.48525863,-2.24199544,AC072024-17098,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AG,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Pizza Lane,Takeaway/sandwich shop,7844,1818819,1818819,53.513592,-2.201249,AC-072024-013232,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9NS,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pizza Mario,Takeaway/sandwich shop,7844,1820949,1820949,53.385934,-2.270662,AC-072024-015866,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 9GQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pizza Perfect,Takeaway/sandwich shop,7844,1816740,1816740,53.3883682,-2.25883,AC-072024-005375,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 9UE,fhrs_2_en-GB,2,FHRS,10,15,10,27/01/2026
Pizza Pilgrims,Restaurant/Cafe/Canteen,1,1839289,1839289,53.4810098,-2.2475778,AC052025-22121,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 2BQ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pizza Planet,Takeaway/sandwich shop,7844,1821137,1821137,53.513813,-2.197857,AC-072024-016086,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9WB,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
Pizza Uno,Takeaway/sandwich shop,7844,1820726,1820726,53.399155,-2.286568,AC-072024-015590,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 1FB,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Pizza West,Takeaway/sandwich shop,7844,1817144,1817144,53.4764066,-2.2193763,AC-072024-005856,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6AE,fhrs_1_en-GB,1,FHRS,20,5,5,27/01/2026
Pizzaluxe Manchester,Restaurant/Cafe/Canteen,1,1817422,1817422,53.48293686,-2.242799997,AC-072024-006171,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AQ,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
PKP Global Foods,Distributors/Transporters,7,1816329,1816329,53.4703825,-2.1958602,AC022025-20532,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 5DX,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Plasden Court,Hospitals/Childcare/Caring Premises,5,1894291,1894291,,,AC-072024-005492,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 2QL,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Platt Fields Market Garden,Restaurant/Cafe/Canteen,1,1816457,1816457,53.445957,-2.224582,AC-072024-005033,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 6LA,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Platt lane bargains LTD,Retailers - other,4613,1821732,1821732,53.446837,-2.238574,AC082024-17349,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7DA,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Platt Lane Convenience Store/Premier,Retailers - other,4613,1820804,1820804,53.447222,-2.239162,AC-072024-015681,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7LA,fhrs_1_en-GB,1,FHRS,20,15,0,27/01/2026
Platt Lane Sport Complex,Pub/bar/nightclub,7843,1819885,1819885,53.448536,-2.229669,AC-072024-014552,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7UU,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Platter House,Restaurant/Cafe/Canteen,1,1894380,1894380,53.4931499,-2.2402325,AC082025-23824,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8PY,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Platzki,Restaurant/Cafe/Canteen,1,1817030,1817030,53.4775661,-2.2497444,AC-072024-005713,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4EN,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Players,Takeaway/sandwich shop,7844,1816471,1816471,53.513409,-2.245643,AC-072024-005048,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 5BN,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Players,Restaurant/Cafe/Canteen,1,1816472,1816472,53.48046112,-2.235055923,AC-072024-005049,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3BE,fhrs_3_en-GB,3,FHRS,10,10,5,27/01/2026
Plymouth Grove Primary School,School/college/university,7845,1819338,1819338,53.46163,-2.211531,AC-072024-013890,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0AQ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Plymouth Grove Restaurant,Restaurant/Cafe/Canteen,1,1819136,1819136,53.465119,-2.224878,AC-072024-013662,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9LU,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Po'Boys,Mobile caterer,7846,1816260,1816260,53.474289,-2.23752,AC012025-20213,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6NG,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Point Blank Shooting Manchester,Pub/bar/nightclub,7843,1818239,1818239,53.482818,-2.247154,AC-072024-007166,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 2FW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Poke Shack,Takeaway/sandwich shop,7844,1839351,1839351,53.4764066,-2.2193763,AC052025-22286,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6AE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pol Supermart MCR LTD,Retailers - other,4613,1818127,1818127,53.515333,-2.236757,AC-072024-007015,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 5SF,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Polefield Nursing Home,Hospitals/Childcare/Caring Premises,5,1819099,1819099,53.522726,-2.210086,AC-072024-013623,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 7EN,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
Polish Parish Club,Pub/bar/nightclub,7843,1819405,1819405,,,AC-072024-013971,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4QB,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Polish Shop Kubus,Retailers - other,4613,1819702,1819702,53.533469,-2.214137,AC-072024-014325,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 0RD,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
Polish Shop Slonko,Retailers - other,4613,1819127,1819127,53.513783,-2.199545,AC-072024-013653,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9WF,fhrs_2_en-GB,2,FHRS,10,15,10,27/01/2026
